"";"ano";"CNAE1";"X20";"n"
"490";1965;"Educação";"BA";1
"491";1965;"Educação";"MG";1
"492";1965;"Educação";"PI";1
"493";1965;"Educação";"RJ";7
"494";1965;"Educação";"RS";2
"495";1965;"Educação";"SP";3
"496";1965;"Eletricidade e gás";"MA";1
"497";1965;"Indústrias de transformação ";"AL";1
"498";1965;"Indústrias de transformação ";"BA";2
"499";1965;"Indústrias de transformação ";"CE";3
"500";1965;"Indústrias de transformação ";"DF";1
"501";1965;"Indústrias de transformação ";"ES";1
"502";1965;"Indústrias de transformação ";"GO";1
"503";1965;"Indústrias de transformação ";"MG";8
"504";1965;"Indústrias de transformação ";"PA";1
"505";1965;"Indústrias de transformação ";"PB";1
"506";1965;"Indústrias de transformação ";"PE";2
"507";1965;"Indústrias de transformação ";"PI";1
"508";1965;"Indústrias de transformação ";"PR";11
"509";1965;"Indústrias de transformação ";"RJ";10
"510";1965;"Indústrias de transformação ";"RS";14
"511";1965;"Indústrias de transformação ";"SC";4
"512";1965;"Indústrias de transformação ";"SE";1
"513";1965;"Indústrias de transformação ";"SP";43
"514";1965;"Indústrias extrativas";"CE";1
"515";1965;"Indústrias extrativas";"GO";1
"516";1965;"Indústrias extrativas";"PR";1
"517";1965;"Indústrias extrativas";"RS";1
"518";1965;"Informação e comunicação";"PA";1
"519";1965;"Informação e comunicação";"PE";2
"520";1965;"Informação e comunicação";"PR";4
"521";1965;"Informação e comunicação";"RJ";2
"522";1965;"Informação e comunicação";"RS";2
"523";1965;"Informação e comunicação";"SP";2
"524";1965;"Organismos internacionais e outras instituições extraterritoriais";"AM";1
"525";1965;"Outras atividades de serviços";"AL";1
"526";1965;"Outras atividades de serviços";"BA";4
"527";1965;"Outras atividades de serviços";"CE";1
"528";1965;"Outras atividades de serviços";"DF";1
"529";1965;"Outras atividades de serviços";"GO";2
"530";1965;"Outras atividades de serviços";"MG";7
"531";1965;"Outras atividades de serviços";"MT";2
"532";1965;"Outras atividades de serviços";"PA";4
"533";1965;"Outras atividades de serviços";"PB";1
"534";1965;"Outras atividades de serviços";"PE";2
"535";1965;"Outras atividades de serviços";"PI";2
"536";1965;"Outras atividades de serviços";"PR";7
"537";1965;"Outras atividades de serviços";"RJ";18
"538";1965;"Outras atividades de serviços";"RS";23
"539";1965;"Outras atividades de serviços";"SC";7
"540";1965;"Outras atividades de serviços";"SP";54
"541";1965;"Saúde humana e serviços sociais ";"AL";1
"542";1965;"Saúde humana e serviços sociais ";"CE";1
"543";1965;"Saúde humana e serviços sociais ";"GO";1
"544";1965;"Saúde humana e serviços sociais ";"MG";3
"545";1965;"Saúde humana e serviços sociais ";"MT";1
"546";1965;"Saúde humana e serviços sociais ";"PA";1
"547";1965;"Saúde humana e serviços sociais ";"PR";3
"548";1965;"Saúde humana e serviços sociais ";"RJ";2
"549";1965;"Saúde humana e serviços sociais ";"RN";1
"550";1965;"Saúde humana e serviços sociais ";"RS";7
"551";1965;"Saúde humana e serviços sociais ";"SP";10
"552";1965;"Transporte, armazenagem e correio";"DF";1
"553";1965;"Transporte, armazenagem e correio";"ES";1
"554";1965;"Transporte, armazenagem e correio";"MG";2
"555";1965;"Transporte, armazenagem e correio";"PR";2
"556";1965;"Transporte, armazenagem e correio";"RJ";1
"557";1965;"Transporte, armazenagem e correio";"RS";3
"558";1965;"Transporte, armazenagem e correio";"SC";2
"559";1965;"Transporte, armazenagem e correio";"SE";1
"560";1965;"Transporte, armazenagem e correio";"SP";2
"561";1965;"água, esgoto, atividades de gestão de resíduos e descontaminação";"SP";1
"562";1966;"Administração pública, defesa e seguridade social";"AC";1
"563";1966;"Administração pública, defesa e seguridade social";"AM";3
"564";1966;"Administração pública, defesa e seguridade social";"BA";5
"565";1966;"Administração pública, defesa e seguridade social";"DF";1
"566";1966;"Administração pública, defesa e seguridade social";"MA";3
"567";1966;"Administração pública, defesa e seguridade social";"MG";7
"568";1966;"Administração pública, defesa e seguridade social";"PA";1
"569";1966;"Administração pública, defesa e seguridade social";"PB";1
"570";1966;"Administração pública, defesa e seguridade social";"PE";2
"571";1966;"Administração pública, defesa e seguridade social";"PR";3
"572";1966;"Administração pública, defesa e seguridade social";"RJ";2
"573";1966;"Administração pública, defesa e seguridade social";"RN";1
"574";1966;"Administração pública, defesa e seguridade social";"RS";2
"575";1966;"Administração pública, defesa e seguridade social";"SE";1
"576";1966;"Administração pública, defesa e seguridade social";"SP";8
"577";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"AL";4
"578";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"AM";1
"579";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"BA";17
"580";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"CE";8
"581";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"ES";5
"582";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"GO";1
"583";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"MA";2
"584";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"MG";19
"585";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"MS";5
"586";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"MT";6
"587";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PA";4
"588";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PE";6
"589";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"PR";26
"590";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RJ";17
"591";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RN";1
"592";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"RS";34
"593";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"SC";20
"594";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"SE";2
"595";1966;"Agricultura, pecuária, produção florestal, pesca e aquicultura";"SP";84
"596";1966;"Alojamento e alimentação";"AL";2
"597";1966;"Alojamento e alimentação";"AM";1
"598";1966;"Alojamento e alimentação";"BA";10
"599";1966;"Alojamento e alimentação";"CE";4
"600";1966;"Alojamento e alimentação";"DF";3
"601";1966;"Alojamento e alimentação";"ES";3
"602";1966;"Alojamento e alimentação";"GO";2
"603";1966;"Alojamento e alimentação";"MA";2
"604";1966;"Alojamento e alimentação";"MG";64
"605";1966;"Alojamento e alimentação";"PA";5
"606";1966;"Alojamento e alimentação";"PB";3
"607";1966;"Alojamento e alimentação";"PE";4
"608";1966;"Alojamento e alimentação";"PI";1
"609";1966;"Alojamento e alimentação";"PR";48
"610";1966;"Alojamento e alimentação";"RJ";779
"611";1966;"Alojamento e alimentação";"RS";56
"612";1966;"Alojamento e alimentação";"SC";17
"613";1966;"Alojamento e alimentação";"SE";1
"614";1966;"Alojamento e alimentação";"SP";435
"615";1966;"Artes, cultura, esporte e recreação";"BA";3
"616";1966;"Artes, cultura, esporte e recreação";"CE";1
"617";1966;"Artes, cultura, esporte e recreação";"DF";2
"618";1966;"Artes, cultura, esporte e recreação";"ES";1
"619";1966;"Artes, cultura, esporte e recreação";"GO";2
"620";1966;"Artes, cultura, esporte e recreação";"MG";22
"621";1966;"Artes, cultura, esporte e recreação";"PE";2
"622";1966;"Artes, cultura, esporte e recreação";"PR";3
"623";1966;"Artes, cultura, esporte e recreação";"RJ";24
"624";1966;"Artes, cultura, esporte e recreação";"RS";48
"625";1966;"Artes, cultura, esporte e recreação";"SC";8
"626";1966;"Artes, cultura, esporte e recreação";"SE";2
"627";1966;"Artes, cultura, esporte e recreação";"SP";49
"628";1966;"Atividades administrativas e serviços complementares";"AM";2
"629";1966;"Atividades administrativas e serviços complementares";"BA";9
"630";1966;"Atividades administrativas e serviços complementares";"CE";8
"631";1966;"Atividades administrativas e serviços complementares";"DF";5
"632";1966;"Atividades administrativas e serviços complementares";"ES";4
"633";1966;"Atividades administrativas e serviços complementares";"GO";2
"634";1966;"Atividades administrativas e serviços complementares";"MA";1
"635";1966;"Atividades administrativas e serviços complementares";"MG";65
"636";1966;"Atividades administrativas e serviços complementares";"PA";5
"637";1966;"Atividades administrativas e serviços complementares";"PB";2
"638";1966;"Atividades administrativas e serviços complementares";"PE";20
"639";1966;"Atividades administrativas e serviços complementares";"PI";1
"640";1966;"Atividades administrativas e serviços complementares";"PR";36
"641";1966;"Atividades administrativas e serviços complementares";"RJ";110
"642";1966;"Atividades administrativas e serviços complementares";"RN";2
"643";1966;"Atividades administrativas e serviços complementares";"RS";52
"644";1966;"Atividades administrativas e serviços complementares";"SC";8
"645";1966;"Atividades administrativas e serviços complementares";"SP";280
"646";1966;"Atividades financeiras, de seguros e serviços relacionados ";"AL";1
"647";1966;"Atividades financeiras, de seguros e serviços relacionados ";"AM";1
"648";1966;"Atividades financeiras, de seguros e serviços relacionados ";"BA";8
"649";1966;"Atividades financeiras, de seguros e serviços relacionados ";"CE";9
"650";1966;"Atividades financeiras, de seguros e serviços relacionados ";"DF";4
"651";1966;"Atividades financeiras, de seguros e serviços relacionados ";"ES";5
"652";1966;"Atividades financeiras, de seguros e serviços relacionados ";"GO";5
"653";1966;"Atividades financeiras, de seguros e serviços relacionados ";"MG";38
"654";1966;"Atividades financeiras, de seguros e serviços relacionados ";"PA";3
"655";1966;"Atividades financeiras, de seguros e serviços relacionados ";"PE";8
"656";1966;"Atividades financeiras, de seguros e serviços relacionados ";"PR";15
"657";1966;"Atividades financeiras, de seguros e serviços relacionados ";"RJ";50
"658";1966;"Atividades financeiras, de seguros e serviços relacionados ";"RO";1
"659";1966;"Atividades financeiras, de seguros e serviços relacionados ";"RS";57
"660";1966;"Atividades financeiras, de seguros e serviços relacionados ";"SC";19
"661";1966;"Atividades financeiras, de seguros e serviços relacionados ";"SE";1
"662";1966;"Atividades financeiras, de seguros e serviços relacionados ";"SP";215
"663";1966;"Atividades imobili?rias";"AC";3
"664";1966;"Atividades imobili?rias";"AL";4
"665";1966;"Atividades imobili?rias";"AM";6
"666";1966;"Atividades imobili?rias";"AP";1
"667";1966;"Atividades imobili?rias";"BA";29
"668";1966;"Atividades imobili?rias";"CE";42
"669";1966;"Atividades imobili?rias";"DF";9
"670";1966;"Atividades imobili?rias";"ES";27
"671";1966;"Atividades imobili?rias";"GO";9
"672";1966;"Atividades imobili?rias";"MA";4
"673";1966;"Atividades imobili?rias";"MG";148
"674";1966;"Atividades imobili?rias";"MS";3
"675";1966;"Atividades imobili?rias";"MT";2
"676";1966;"Atividades imobili?rias";"PA";4
"677";1966;"Atividades imobili?rias";"PB";9
"678";1966;"Atividades imobili?rias";"PE";33
"679";1966;"Atividades imobili?rias";"PI";3
"680";1966;"Atividades imobili?rias";"PR";108
"681";1966;"Atividades imobili?rias";"RJ";174
"682";1966;"Atividades imobili?rias";"RN";9
"683";1966;"Atividades imobili?rias";"RS";179
"684";1966;"Atividades imobili?rias";"SC";113
"685";1966;"Atividades imobili?rias";"SE";12
"686";1966;"Atividades imobili?rias";"SP";598
"687";1966;"Atividades profissionais, científicas e técnicas";"AL";1
"688";1966;"Atividades profissionais, científicas e técnicas";"AM";2
"689";1966;"Atividades profissionais, científicas e técnicas";"BA";11
"690";1966;"Atividades profissionais, científicas e técnicas";"CE";3
"691";1966;"Atividades profissionais, científicas e técnicas";"DF";3
"692";1966;"Atividades profissionais, científicas e técnicas";"ES";2
"693";1966;"Atividades profissionais, científicas e técnicas";"GO";6
"694";1966;"Atividades profissionais, científicas e técnicas";"MA";3
"695";1966;"Atividades profissionais, científicas e técnicas";"MG";35
"696";1966;"Atividades profissionais, científicas e técnicas";"PA";2
"697";1966;"Atividades profissionais, científicas e técnicas";"PB";1
"698";1966;"Atividades profissionais, científicas e técnicas";"PE";7
"699";1966;"Atividades profissionais, científicas e técnicas";"PI";3
"700";1966;"Atividades profissionais, científicas e técnicas";"PR";15
"701";1966;"Atividades profissionais, científicas e técnicas";"RJ";68
"702";1966;"Atividades profissionais, científicas e técnicas";"RN";1
"703";1966;"Atividades profissionais, científicas e técnicas";"RS";18
"704";1966;"Atividades profissionais, científicas e técnicas";"SC";13
"705";1966;"Atividades profissionais, científicas e técnicas";"SP";197
"706";1966;"Atividades profissionais, científicas e técnicas";"TO";3
"707";1966;"Comércio; reparação de veículos automotores e motocicletas";"AC";1
"708";1966;"Comércio; reparação de veículos automotores e motocicletas";"AL";26
"709";1966;"Comércio; reparação de veículos automotores e motocicletas";"AM";34
"710";1966;"Comércio; reparação de veículos automotores e motocicletas";"AP";4
"711";1966;"Comércio; reparação de veículos automotores e motocicletas";"BA";180
